,partition,vertex
1454,13862,51193
1455,527,51194
1456,8733,51195
1457,13863,51196
1458,13864,51197
1459,4929,51198
1460,8737,51199
1461,13865,51201
1462,13866,51202
1463,13867,51205
1464,13868,51206
1465,13869,51207
1466,13870,51208
1467,3452,51210
1468,2101,51213
1469,9434,51214
1470,9435,51216
1471,13871,51219
1472,8824,43027
1473,8825,43028
1474,13677,43029
1475,11959,43030
1476,1329,43031
1477,8826,43032
1478,15700,43036
1479,1328,43037
1480,13684,43038
1481,8827,43039
1482,8828,43041
1483,125,43044
1484,8829,43045
1485,3962,43048
1486,15693,43053
1487,8830,43055
1488,11960,43058
1489,8831,43059
1490,11962,43064
1491,1330,43066
1492,4452,43069
1493,8832,43072
1494,15537,43077
1495,11963,43080
1496,8833,43081
1497,8834,43082
1498,15026,43087
1499,13647,43090
1500,3281,43095
1501,15608,43097
1502,11966,43098
1503,2300,43101
1504,2333,11112
1505,2334,11114
1506,2335,11116
1507,2336,11117
1508,4802,11119
1509,2337,11120
1510,7646,11122
1511,2338,11123
1512,5872,11130
1513,5869,11133
1514,6409,11135
1515,2339,11136
1516,6400,11138
1517,9468,11141
1518,2340,11142
1519,2341,11143
1520,8982,11146
1521,2342,11147
1522,2343,11148
1523,4746,11151
1524,2344,11154
1525,289,11156
1526,2345,11159
1527,2346,11161
1528,2347,11167
1529,8924,11169
1530,2348,11170
1531,5403,11172
1532,5833,11173
1533,2349,11174
1534,2350,11175
1535,2351,11178
1536,14277,52286
1537,14278,52289
1538,14279,52295
1539,5942,52296
1540,5946,52298
1541,14280,52299
1542,14281,52300
1543,14282,52302
1544,14283,52304
1545,5947,52305
1546,14284,52307
1547,776,52308
1548,14285,52310
1549,14286,52312
1550,14287,52315
1551,14288,52317
1552,14289,52318
1553,9442,52319
1554,1778,52320
1555,14290,52322
1556,14291,52324
1557,14292,52327
1558,8715,52328
1559,4129,52330
1560,6047,52331
1561,8512,52332
1562,14293,52333
1563,14294,52334
1564,14295,52335
1565,14296,52339
1566,14297,52343
1567,763,52344
1568,10311,26889
1569,10312,26891
1570,10313,26893
1571,3377,26894
1572,10314,26898
1573,6449,26899
1574,10315,26903
1575,3564,26905
1576,10316,26909
1577,3571,26910
1578,1023,26912
1579,6456,26914
1580,6350,26915
1581,6457,26918
1582,3662,26919
1583,10317,26921
1584,6455,26923
1585,10318,26930
1586,10319,26935
1587,1109,26939
1588,3995,26941
1589,5161,26942
1590,6176,26948
1591,10320,26953
1592,10321,26955
1593,10322,26958
1594,3991,26964
1595,6463,26967
1596,6464,26972
1597,3196,26975
1598,6465,26976
1599,6466,26978
1600,9644,3291
1601,9611,3300
1602,10440,3302
1603,10442,3308
1604,10434,3314
1605,10435,3321
1606,10396,3347
1607,10421,3373
1608,4555,3380
1609,10444,3384
1610,10437,3389
1611,9616,3417
1612,10411,3431
1613,4556,3518
1614,9610,3532
1615,16491,3537
1616,9588,3540
1617,10137,3550
1618,9586,3564
1619,9583,3565
1620,10135,3568
1621,10136,3582
1622,16379,3585
1623,9594,3593
1624,11382,3599
1625,4557,3602
1626,9584,3625
1627,10186,3636
1628,16195,3666
1629,10417,3684
1630,10430,3687
1631,16241,3713
1632,9294,46395
1633,2896,46403
1634,15294,46404
1635,394,46405
1636,9295,46406
1637,9296,46408
1638,796,46409
1639,12680,46411
1640,797,46412
1641,2898,46413
1642,9297,46415
1643,12859,46418
1644,9298,46420
1645,9299,46422
1646,14108,46424
1647,9300,46425
1648,14105,46426
1649,15293,46427
1650,9301,46428
1651,9302,46431
1652,9303,46432
1653,12297,46435
1654,2895,46436
1655,12351,46437
1656,12929,46444
1657,9304,46445
1658,12300,46449
1659,9305,46452
1660,9306,46456
1661,1762,46457
1662,9307,46458
1663,2950,46459
1664,1459,5362
1665,5522,5366
1666,1460,5367
1667,5815,5368
1668,5820,5369
1669,5819,5370
1670,5807,5372
1671,5510,5374
