,partition,vertex
1279,2698,46984
1280,11484,38376
1281,1236,38378
1282,11485,38382
1283,11486,38385
1284,112,38388
1285,1281,38391
1286,5248,38394
1287,8141,38400
1288,1280,38403
1289,8142,38404
1290,5147,38411
1291,5273,38414
1292,11487,38415
1293,8143,38416
1294,1282,38423
1295,7949,38425
1296,8145,38428
1297,7932,38431
1298,11488,38435
1299,3609,38437
1300,8147,38440
1301,3208,38442
1302,8149,38448
1303,8150,38449
1304,8151,38451
1305,8152,38453
1306,11489,38457
1307,3278,38461
1308,11490,38462
1309,11491,38463
1310,1288,38465
1311,8154,38469
1312,13133,46460
1313,2639,46461
1314,12307,46462
1315,3419,46466
1316,12302,46470
1317,3592,46471
1318,9308,46473
1319,15206,46474
1320,9309,46476
1321,15201,46477
1322,217,46478
1323,1763,46483
1324,15200,46484
1325,2637,46494
1326,9310,46496
1327,12305,46497
1328,4445,46499
1329,15196,46502
1330,1760,46505
1331,9311,46507
1332,4501,46508
1333,9312,46509
1334,9313,46510
1335,9314,46512
1336,14385,46513
1337,2951,46521
1338,9315,46525
1339,9316,46530
1340,9317,46534
1341,9318,46540
1342,14356,46542
1343,9319,46546
1344,12828,48407
1345,12833,48408
1346,9416,48414
1347,12839,48415
1348,12836,48420
1349,12834,48432
1350,12853,48446
1351,12851,48461
1352,13625,48490
1353,12861,48494
1354,12921,48516
1355,12869,48519
1356,12872,48523
1357,12896,48541
1358,9417,48543
1359,12878,48546
1360,12895,48548
1361,12894,48568
1362,3022,48569
1363,12900,48589
1364,465,48590
1365,12913,48592
1366,12912,48597
1367,9418,48598
1368,12923,48604
1369,12904,48612
1370,12982,48634
1371,12917,48641
1372,9419,48649
1373,12922,48658
1374,464,48662
1375,12924,48663
1376,8374,40011
1377,1179,40013
1378,11656,40014
1379,1178,40017
1380,8380,40019
1381,3732,40020
1382,8378,40026
1383,11657,40027
1384,4061,40030
1385,3765,40033
1386,11658,40042
1387,8372,40043
1388,11659,40048
1389,3702,40049
1390,865,40051
1391,5352,40052
1392,3994,40053
1393,11660,40055
1394,11661,40057
1395,11662,40062
1396,5349,40063
1397,11663,40067
1398,8383,40069
1399,11664,40070
1400,11665,40074
1401,11666,40075
1402,1107,40083
1403,8386,40084
1404,11667,40087
1405,11668,40088
1406,3704,40092
1407,860,40096
1408,8824,43027
1409,8825,43028
1410,13677,43029
1411,11959,43030
1412,1329,43031
1413,8826,43032
1414,15700,43036
1415,1328,43037
1416,13684,43038
1417,8827,43039
1418,8828,43041
1419,125,43044
1420,8829,43045
1421,3962,43048
1422,15693,43053
1423,8830,43055
1424,11960,43058
1425,8831,43059
1426,11962,43064
1427,1330,43066
1428,4452,43069
1429,8832,43072
1430,15537,43077
1431,11963,43080
1432,8833,43081
1433,8834,43082
1434,15026,43087
1435,13647,43090
1436,3281,43095
1437,15608,43097
1438,11966,43098
1439,2300,43101
1440,7772,35949
1441,16964,35951
1442,7773,35952
1443,11252,35953
1444,16971,35958
1445,11254,35961
1446,7774,35962
1447,16969,35967
1448,4330,35969
1449,16967,35971
1450,2948,35973
1451,7775,35976
1452,1870,35978
1453,3759,35979
1454,16976,35980
1455,7776,35984
1456,1688,35986
1457,7777,35987
1458,7778,35988
1459,7779,35990
1460,7780,35991
1461,12953,35992
1462,4303,35994
1463,16982,35999
1464,3018,36000
1465,16981,36001
1466,4329,36003
1467,16973,36004
1468,12964,36005
1469,7781,36007
1470,11257,36011
1471,11259,36013
1472,12261,46073
1473,12262,46075
1474,9244,46080
1475,12263,46083
1476,9243,46084
1477,9247,46090
1478,9248,46092
1479,2606,46098
1480,9250,46102
1481,1704,46105
1482,12264,46106
1483,3632,46107
1484,3006,46108
1485,9242,46110
1486,12265,46111
1487,9253,46118
1488,9255,46122
1489,12266,46123
1490,12267,46129
1491,1701,46134
1492,12268,46137
1493,2835,46140
1494,12269,46144
1495,3672,46145
1496,9260,46146
1497,12270,46147
1498,12271,46148
1499,280,46149
1500,2833,46154
1501,9257,46155
1502,1503,46156
1503,12272,46163
1504,14510,30581
1505,2597,30588
1506,10688,30590
1507,6997,30594
1508,6998,30596
1509,6999,30599
1510,7000,30601
1511,14513,30603
1512,7001,30609
1513,14792,30612
1514,7002,30613
1515,2662,30616
1516,7003,30619
1517,7004,30621
1518,14810,30623
1519,7005,30626
1520,7006,30628
1521,14807,30629
1522,2664,30630
1523,7007,30631
1524,2669,30632
1525,14806,30634
1526,14802,30637
1527,408,30638
1528,14803,30639
1529,14809,30643
1530,2573,30644
1531,10695,30646
1532,10694,30647
1533,7008,30649
1534,7009,30653
1535,14793,30654
1536,3266,15865
1537,6474,15867
1538,6075,15869
1539,8104,15874
1540,5489,15875
1541,5997,15879
1542,8105,15890
1543,5959,15893
1544,7314,15896
1545,8192,15899
1546,3267,15900
1547,3268,15905
1548,9455,15906
1549,6521,15907
1550,5936,15908
1551,3269,15911
1552,5255,15915
1553,3270,15917
1554,3271,15919
1555,3272,15920
1556,6624,15928
1557,6007,15932
1558,7550,15934
1559,6592,15938
1560,171,15941
1561,157,15954
1562,8833,15956
1563,5326,15957
1564,3273,15970
1565,287,15971
1566,3274,15973
1567,78,15975
1568,7080,10735
1569,7088,10740
1570,2282,10742
1571,2283,10743
1572,7589,10755
1573,2284,10759
1574,2285,10760
1575,7093,10769
1576,2286,10771
1577,7090,10772
1578,4810,10773
1579,2287,10777
1580,2288,10779
1581,5416,10781
1582,2289,10786
1583,2290,10793
1584,2291,10796
1585,2292,10797
1586,2293,10798
1587,5844,10799
1588,7084,10801
1589,7605,10806
1590,8220,10808
1591,7717,10809
1592,2294,10811
1593,5,10813
1594,9473,10814
1595,2295,10816
1596,2296,10817
1597,2297,10820
1598,134,10828
1599,6693,10829
1600,17000,59540
1601,17001,59541
1602,17002,59543
1603,17003,59544
1604,3118,59546
1605,6798,59547
1606,17004,59549
1607,17005,59550
1608,17006,59551
1609,7755,59552
1610,17007,59554
1611,17008,59555
1612,17009,59557
1613,17010,59560
1614,17011,59561
1615,703,59563
1616,17012,59564
1617,17013,59565
1618,7113,59566
1619,7141,59570
1620,17014,59572
1621,7144,59574
1622,17015,59576
1623,17016,59577
1624,17017,59578
1625,17018,59580
1626,7,59582
1627,949,59583
1628,17019,59588
1629,17020,59590
1630,17021,59591
1631,17022,59592
1632,10311,26889
1633,10312,26891
1634,10313,26893
1635,3377,26894
1636,10314,26898
1637,6449,26899
1638,10315,26903
1639,3564,26905
1640,10316,26909
